!Agilent Technologies,E4990A,MY54201856,A.02.20
!Date: Wed Feb 25 18:26:20 2026

BEGIN CH1_DATA
Frequency(Hz), |Z|(Ohm)-data, |Z|(Ohm)-mem, theta-z(deg)-data, theta-z(deg)-mem
+3.27803535000e+004, +1.66637246560e+007, +1.54724239189e+007, -8.84956006882e+001, -7.04774893514e+001
+3.27803722500e+004, +1.62870323738e+007, +1.53236209398e+007, -8.81668955425e+001, -7.07159843080e+001
+3.27803910000e+004, +1.61643627592e+007, +1.51777045420e+007, -8.84625620350e+001, -7.09493933624e+001
+3.27804097500e+004, +1.60028991379e+007, +1.50345993871e+007, -8.84636946852e+001, -7.11778686483e+001
+3.27804285000e+004, +1.58912676990e+007, +1.48942323731e+007, -8.92687100055e+001, -7.14015566253e+001
+3.27804472500e+004, +1.57988474866e+007, +1.47565325745e+007, -8.88086554886e+001, -7.16205983233e+001
+3.27804660000e+004, +1.56282673929e+007, +1.46214311821e+007, -8.88340630873e+001, -7.18351295753e+001
+3.27804847500e+004, +1.54320032227e+007, +1.44888614435e+007, -8.87917252523e+001, -7.20452812402e+001
+3.27805035000e+004, +1.52391554671e+007, +1.43587586039e+007, -8.82904664205e+001, -7.22511794134e+001
+3.27805222500e+004, +1.50011015247e+007, +1.42310598478e+007, -8.92554456048e+001, -7.24529456303e+001
+3.27805410000e+004, +1.47968590716e+007, +1.41057042409e+007, -8.96565529234e+001, -7.26506970574e+001
+3.27805597500e+004, +1.48072462452e+007, +1.39826326742e+007, -8.89728275788e+001, -7.28445466768e+001
+3.27805785000e+004, +1.46188313147e+007, +1.38617878074e+007, -8.93800368681e+001, -7.30346034613e+001
+3.27805972500e+004, +1.44101482725e+007, +1.37431140153e+007, -8.92710673247e+001, -7.32209725408e+001
+3.27806160000e+004, +1.43954037375e+007, +1.36265573336e+007, -8.94278324721e+001, -7.34037553625e+001
+3.27806347500e+004, +1.42331107357e+007, +1.35120654077e+007, -8.94520911815e+001, -7.35830498418e+001
+3.27806535000e+004, +1.41177362697e+007, +1.33995874414e+007, -8.94555052178e+001, -7.37589505080e+001
+3.27806722500e+004, +1.41035686951e+007, +1.32890741475e+007, -8.97200387660e+001, -7.39315486424e+001
+3.27806910000e+004, +1.38477421234e+007, +1.31804776997e+007, -8.99392991692e+001, -7.41009324099e+001
+3.27807097500e+004, +1.37119055707e+007, +1.30737516858e+007, -8.98345911112e+001, -7.42671869859e+001
+3.27807285000e+004, +1.36520404696e+007, +1.29688510622e+007, -8.93021706752e+001, -7.44303946751e+001
+3.27807472500e+004, +1.33807622893e+007, +1.28657321099e+007, -8.92896948998e+001, -7.45906350277e+001
+3.27807660000e+004, +1.34736833014e+007, +1.27643523912e+007, -8.97363071381e+001, -7.47479849480e+001
+3.27807847500e+004, +1.32891146738e+007, +1.26646707088e+007, -9.01339148847e+001, -7.49025187996e+001
+3.27808035000e+004, +1.30715406104e+007, +1.25666470652e+007, -8.95796171560e+001, -7.50543085049e+001
+3.27808222500e+004, +1.29290665393e+007, +1.24702426235e+007, -8.99204782288e+001, -7.52034236414e+001
+3.27808410000e+004, +1.29406664224e+007, +1.23754196702e+007, -8.96411554051e+001, -7.53499315320e+001
+3.27808597500e+004, +1.26384878547e+007, +1.22821415785e+007, -8.96044599913e+001, -7.54938973330e+001
+3.27808785000e+004, +1.26257280651e+007, +1.21903727726e+007, -8.98041236702e+001, -7.56353841171e+001
+3.27808972500e+004, +1.26094259484e+007, +1.21000786942e+007, -9.00636530667e+001, -7.57744529531e+001
+3.27809160000e+004, +1.25521167903e+007, +1.20112257688e+007, -8.99246936716e+001, -7.59111629825e+001
+3.27809347500e+004, +1.22705802401e+007, +1.19237813743e+007, -9.00455393429e+001, -7.60455714918e+001
+3.27809535000e+004, +1.23918711854e+007, +1.18377138098e+007, -9.02771393677e+001, -7.61777339829e+001
+3.27809722500e+004, +1.22093423696e+007, +1.17529922660e+007, -8.98061412846e+001, -7.63077042397e+001
+3.27809910000e+004, +1.22111122611e+007, +1.16695867963e+007, -8.98946710786e+001, -7.64355343916e+001
+3.27810097500e+004, +1.19718860194e+007, +1.15874682889e+007, -8.98955980167e+001, -7.65612749752e+001
+3.27810285000e+004, +1.19058000359e+007, +1.15066084403e+007, -9.04891505155e+001, -7.66849749924e+001
+3.27810472500e+004, +1.18265689385e+007, +1.14269797288e+007, -8.95145085373e+001, -7.68066819670e+001
+3.27810660000e+004, +1.17978039827e+007, +1.13485553900e+007, -9.01965155229e+001, -7.69264419981e+001
+3.27810847500e+004, +1.16304245038e+007, +1.12713093923e+007, -9.01891801699e+001, -7.70442998115e+001
+3.27811035000e+004, +1.14919540481e+007, +1.11952164134e+007, -9.01798210291e+001, -7.71602988092e+001
+3.27811222500e+004, +1.15032729455e+007, +1.11202518182e+007, -9.02104420912e+001, -7.72744811168e+001
+3.27811410000e+004, +1.14623589166e+007, +1.10463916367e+007, -9.02094591755e+001, -7.73868876287e+001
+3.27811597500e+004, +1.13441044692e+007, +1.09736125430e+007, -9.00026039234e+001, -7.74975580516e+001
+3.27811785000e+004, +1.11987073602e+007, +1.09018918354e+007, -9.00465419925e+001, -7.76065309459e+001
+3.27811972500e+004, +1.11651569604e+007, +1.08312074162e+007, -9.03508998110e+001, -7.77138437666e+001
+3.27812160000e+004, +1.10199782159e+007, +1.07615377732e+007, -9.04863641227e+001, -7.78195329004e+001
+3.27812347500e+004, +1.10158987031e+007, +1.06928619612e+007, -9.04803284157e+001, -7.79236337040e+001
+3.27812535000e+004, +1.09280255728e+007, +1.06251595849e+007, -9.01919437728e+001, -7.80261805381e+001
+3.27812722500e+004, +1.08488214358e+007, +1.05584107812e+007, -9.05162553828e+001, -7.81272068022e+001
+3.27812910000e+004, +1.07733950056e+007, +1.04925962030e+007, -8.99253671253e+001, -7.82267449672e+001
+3.27813097500e+004, +1.08068723074e+007, +1.04276970038e+007, -9.03157559314e+001, -7.83248266062e+001
+3.27813285000e+004, +1.07194798600e+007, +1.03636948216e+007, -9.01893497936e+001, -7.84214824252e+001
+3.27813472500e+004, +1.05606252560e+007, +1.03005717647e+007, -9.03974447173e+001, -7.85167422918e+001
+3.27813660000e+004, +1.05781598002e+007, +1.02383103972e+007, -9.04215879823e+001, -7.86106352626e+001
+3.27813847500e+004, +1.04143696728e+007, +1.01768937252e+007, -9.08719867284e+001, -7.87031896109e+001
+3.27814035000e+004, +1.03705017536e+007, +1.01163051834e+007, -9.09765645267e+001, -7.87944328513e+001
+3.27814222500e+004, +1.02611014823e+007, +1.00565286223e+007, -9.05603608265e+001, -7.88843917654e+001
+3.27814410000e+004, +1.02988102459e+007, +9.99754829596e+006, -9.06618573045e+001, -7.89730924247e+001
+3.27814597500e+004, +1.02365146379e+007, +9.93934884962e+006, -9.03215743272e+001, -7.90605602143e+001
+3.27814785000e+004, +1.01916695812e+007, +9.88191530823e+006, -9.03861698788e+001, -7.91468198544e+001
+3.27814972500e+004, +1.00683717844e+007, +9.82523306534e+006, -9.06277474437e+001, -7.92318954215e+001
+3.27815160000e+004, +1.00958860172e+007, +9.76928787208e+006, -9.09785730337e+001, -7.93158103694e+001
+3.27815347500e+004, +9.88246289825e+006, +9.71406582683e+006, -9.07082105546e+001, -7.93985875478e+001
+3.27815535000e+004, +9.86570709793e+006, +9.65955336498e+006, -9.06394746207e+001, -7.94802492224e+001
+3.27815722500e+004, +9.82295596926e+006, +9.60573724911e+006, -9.06787620364e+001, -7.95608170923e+001
+3.27815910000e+004, +9.85896076308e+006, +9.55260455967e+006, -9.04882288553e+001, -7.96403123079e+001
+3.27816097500e+004, +9.76738398449e+006, +9.50014268567e+006, -9.08671990304e+001, -7.97187554879e+001
+3.27816285000e+004, +9.70189299873e+006, +9.44833931589e+006, -9.09768157657e+001, -7.97961667354e+001
+3.27816472500e+004, +9.57500138134e+006, +9.39718243034e+006, -9.06885153678e+001, -7.98725656537e+001
+3.27816660000e+004, +9.48278066924e+006, +9.34666029185e+006, -9.08019360833e+001, -7.99479713616e+001
+3.27816847500e+004, +9.54587237153e+006, +9.29676143824e+006, -9.04852962096e+001, -8.00224025080e+001
+3.27817035000e+004, +9.47318657498e+006, +9.24747467437e+006, -9.08215166700e+001, -8.00958772860e+001
+3.27817222500e+004, +9.45670590117e+006, +9.19878906481e+006, -9.07462761898e+001, -8.01684134462e+001
+3.27817410000e+004, +9.36685429006e+006, +9.15069392650e+006, -9.08426007308e+001, -8.02400283105e+001
+3.27817597500e+004, +9.37890293742e+006, +9.10317882166e+006, -9.08808333907e+001, -8.03107387841e+001
+3.27817785000e+004, +9.27336315971e+006, +9.05623355114e+006, -9.11116602734e+001, -8.03805613683e+001
+3.27817972500e+004, +9.13637787141e+006, +9.00984814766e+006, -9.06943391178e+001, -8.04495121719e+001
+3.27818160000e+004, +9.14627417890e+006, +8.96401286957e+006, -9.08912117519e+001, -8.05176069230e+001
+3.27818347500e+004, +9.13530749015e+006, +8.91871819465e+006, -9.10153220019e+001, -8.05848609795e+001
+3.27818535000e+004, +9.07976836048e+006, +8.87395481405e+006, -9.10232960568e+001, -8.06512893403e+001
+3.27818722500e+004, +9.03020596207e+006, +8.82971362664e+006, -9.12098818193e+001, -8.07169066554e+001
+3.27818910000e+004, +8.96996352285e+006, +8.78598573322e+006, -9.10716539702e+001, -8.07817272356e+001
+3.27819097500e+004, +8.91900356899e+006, +8.74276243127e+006, -9.06978011030e+001, -8.08457650624e+001
+3.27819285000e+004, +8.87043498661e+006, +8.70003520962e+006, -9.12434757534e+001, -8.09090337973e+001
+3.27819472500e+004, +8.86650765514e+006, +8.65779574323e+006, -9.09702298399e+001, -8.09715467906e+001
+3.27819660000e+004, +8.73651029929e+006, +8.61603588847e+006, -9.09268030355e+001, -8.10333170901e+001
+3.27819847500e+004, +8.75162619402e+006, +8.57474767812e+006, -9.07593547645e+001, -8.10943574497e+001
+3.27820035000e+004, +8.71659067765e+006, +8.53392331690e+006, -9.10456072175e+001, -8.11546803372e+001
+3.27820222500e+004, +8.63103534022e+006, +8.49355517685e+006, -9.10773871871e+001, -8.12142979427e+001
+3.27820410000e+004, +8.59505525518e+006, +8.45363579294e+006, -9.06279824916e+001, -8.12732221855e+001
+3.27820597500e+004, +8.55282200383e+006, +8.41415785899e+006, -9.12876620733e+001, -8.13314647220e+001
+3.27820785000e+004, +8.51478167019e+006, +8.37511422343e+006, -9.12700759404e+001, -8.13890369526e+001
+3.27820972500e+004, +8.47536920858e+006, +8.33649788536e+006, -9.08591902466e+001, -8.14459500288e+001
+3.27821160000e+004, +8.44341651722e+006, +8.29830199071e+006, -9.11795638028e+001, -8.15022148594e+001
+3.27821347500e+004, +8.36242072609e+006, +8.26051982841e+006, -9.12988927558e+001, -8.15578421178e+001
+3.27821535000e+004, +8.35258995500e+006, +8.22314482692e+006, -9.10586804355e+001, -8.16128422472e+001
+3.27821722500e+004, +8.31376322677e+006, +8.18617055048e+006, -9.10259086522e+001, -8.16672254676e+001
+3.27821910000e+004, +8.24959868278e+006, +8.14959069589e+006, -9.12672027530e+001, -8.17210017813e+001
+3.27822097500e+004, +8.21692336326e+006, +8.11339908909e+006, -9.14797576400e+001, -8.17741809783e+001
+3.27822285000e+004, +8.25971565752e+006, +8.07758968190e+006, -9.15630248885e+001, -8.18267726425e+001
+3.27822472500e+004, +8.18285551415e+006, +8.04215654899e+006, -9.10885129787e+001, -8.18787861565e+001
+3.27822660000e+004, +8.18422001026e+006, +8.00709388472e+006, -9.18101117996e+001, -8.19302307070e+001
+3.27822847500e+004, +8.08600452215e+006, +7.97239600031e+006, -9.07087449641e+001, -8.19811152898e+001
+3.27823035000e+004, +8.08251713172e+006, +7.93805732088e+006, -9.13114317770e+001, -8.20314487147e+001
+3.27823222500e+004, +8.01867741234e+006, +7.90407238267e+006, -9.11805140033e+001, -8.20812396100e+001
+3.27823410000e+004, +8.00103459856e+006, +7.87043583044e+006, -9.10528150511e+001, -8.21304964277e+001
+3.27823597500e+004, +7.96872478040e+006, +7.83714241466e+006, -9.12416045737e+001, -8.21792274472e+001
+3.27823785000e+004, +7.96417521324e+006, +7.80418698914e+006, -9.11300014267e+001, -8.22274407801e+001
+3.27823972500e+004, +7.90477097029e+006, +7.77156450843e+006, -9.11574098096e+001, -8.22751443743e+001
+3.27824160000e+004, +7.86847312336e+006, +7.73927002542e+006, -9.13592894122e+001, -8.23223460179e+001
+3.27824347500e+004, +7.79546698903e+006, +7.70729868904e+006, -9.14173288865e+001, -8.23690533433e+001
+3.27824535000e+004, +7.84298817163e+006, +7.67564574197e+006, -9.12403777292e+001, -8.24152738311e+001
+3.27824722500e+004, +7.80743102859e+006, +7.64430651839e+006, -9.11910878386e+001, -8.24610148137e+001
+3.27824910000e+004, +7.74069541236e+006, +7.61327644188e+006, -9.14457183540e+001, -8.25062834788e+001
+3.27825097500e+004, +7.70496675483e+006, +7.58255102324e+006, -9.11272951922e+001, -8.25510868733e+001
+3.27825285000e+004, +7.63285222483e+006, +7.55212585855e+006, -9.14119986756e+001, -8.25954319062e+001
+3.27825472500e+004, +7.63673488142e+006, +7.52199662713e+006, -9.13529054986e+001, -8.26393253524e+001
+3.27825660000e+004, +7.60149124859e+006, +7.49215908960e+006, -9.12942201924e+001, -8.26827738554e+001
+3.27825847500e+004, +7.53009946869e+006, +7.46260908608e+006, -9.12194564996e+001, -8.27257839310e+001
+3.27826035000e+004, +7.55105401931e+006, +7.43334253429e+006, -9.12988388144e+001, -8.27683619698e+001
+3.27826222500e+004, +7.51754134594e+006, +7.40435542781e+006, -9.15437846695e+001, -8.28105142407e+001
+3.27826410000e+004, +7.46948531983e+006, +7.37564383432e+006, -9.15752065135e+001, -8.28522468932e+001
+3.27826597500e+004, +7.47165771112e+006, +7.34720389398e+006, -9.15490732593e+001, -8.28935659605e+001
+3.27826785000e+004, +7.45716699769e+006, +7.31903181773e+006, -9.11678347242e+001, -8.29344773624e+001
+3.27826972500e+004, +7.36196214469e+006, +7.29112388573e+006, -9.13590861117e+001, -8.29749869073e+001
+3.27827160000e+004, +7.34509265779e+006, +7.26347644582e+006, -9.12259335264e+001, -8.30151002956e+001
+3.27827347500e+004, +7.37106245044e+006, +7.23608591196e+006, -9.16075909049e+001, -8.30548231216e+001
+3.27827535000e+004, +7.30774480233e+006, +7.20894876280e+006, -9.16374499567e+001, -8.30941608759e+001
+3.27827722500e+004, +7.29191431460e+006, +7.18206154029e+006, -9.17461108338e+001, -8.31331189483e+001
+3.27827910000e+004, +7.27049760689e+006, +7.15542084816e+006, -9.11048009526e+001, -8.31717026295e+001
+3.27828097500e+004, +7.23595051324e+006, +7.12902335068e+006, -9.15784191915e+001, -8.32099171138e+001
+3.27828285000e+004, +7.17945868115e+006, +7.10286577130e+006, -9.15921638807e+001, -8.32477675009e+001
+3.27828472500e+004, +7.18475664250e+006, +7.07694489132e+006, -9.13187063238e+001, -8.32852587982e+001
+3.27828660000e+004, +7.13686018512e+006, +7.05125754872e+006, -9.16026202241e+001, -8.33223959230e+001
+3.27828847500e+004, +7.07937342810e+006, +7.02580063684e+006, -9.15287587945e+001, -8.33591837041e+001
+3.27829035000e+004, +7.12993902211e+006, +7.00057110325e+006, -9.14966294121e+001, -8.33956268842e+001
+3.27829222500e+004, +7.06071760694e+006, +6.97556594856e+006, -9.13931733404e+001, -8.34317301216e+001
+3.27829410000e+004, +7.06095220405e+006, +6.95078222532e+006, -9.12899862453e+001, -8.34674979921e+001
+3.27829597500e+004, +7.01114122059e+006, +6.92621703687e+006, -9.17380648549e+001, -8.35029349904e+001
+3.27829785000e+004, +6.97478576557e+006, +6.90186753628e+006, -9.14931576065e+001, -8.35380455328e+001
+3.27829972500e+004, +6.95829685653e+006, +6.87773092533e+006, -9.12754935011e+001, -8.35728339579e+001
+3.27830160000e+004, +6.93252765613e+006, +6.85380445342e+006, -9.18875626563e+001, -8.36073045290e+001
+3.27830347500e+004, +6.92119305128e+006, +6.83008541666e+006, -9.16049883334e+001, -8.36414614351e+001
+3.27830535000e+004, +6.89515477332e+006, +6.80657115681e+006, -9.15359077891e+001, -8.36753087931e+001
+3.27830722500e+004, +6.86424782903e+006, +6.78325906039e+006, -9.17833421346e+001, -8.37088506490e+001
+3.27830910000e+004, +6.84901364921e+006, +6.76014655773e+006, -9.18080806570e+001, -8.37420909794e+001
+3.27831097500e+004, +6.79061396790e+006, +6.73723112205e+006, -9.16628074413e+001, -8.37750336931e+001
+3.27831285000e+004, +6.77163936219e+006, +6.71451026862e+006, -9.16238493054e+001, -8.38076826323e+001
+3.27831472500e+004, +6.74312719996e+006, +6.69198155387e+006, -9.18193472030e+001, -8.38400415744e+001
+3.27831660000e+004, +6.71817135502e+006, +6.66964257453e+006, -9.17046908630e+001, -8.38721142330e+001
+3.27831847500e+004, +6.73184768442e+006, +6.64749096688e+006, -9.17967840495e+001, -8.39039042592e+001
+3.27832035000e+004, +6.66150793511e+006, +6.62552440586e+006, -9.17130120835e+001, -8.39354152434e+001
+3.27832222500e+004, +6.66326492886e+006, +6.60374060437e+006, -9.14083316129e+001, -8.39666507159e+001
+3.27832410000e+004, +6.64056414552e+006, +6.58213731249e+006, -9.15387335726e+001, -8.39976141484e+001
+3.27832597500e+004, +6.60987305265e+006, +6.56071231665e+006, -9.17288964789e+001, -8.40283089554e+001
+3.27832785000e+004, +6.59033950872e+006, +6.53946343905e+006, -9.17765044025e+001, -8.40587384952e+001
+3.27832972500e+004, +6.57292934480e+006, +6.51838853683e+006, -9.17724874051e+001, -8.40889060709e+001
+3.27833160000e+004, +6.59956208357e+006, +6.49748550143e+006, -9.20068118558e+001, -8.41188149318e+001
+3.27833347500e+004, +6.57452398127e+006, +6.47675225792e+006, -9.14957872195e+001, -8.41484682742e+001
+3.27833535000e+004, +6.55166751512e+006, +6.45618676431e+006, -9.15133296832e+001, -8.41778692427e+001
+3.27833722500e+004, +6.50293667778e+006, +6.43578701093e+006, -9.14854874608e+001, -8.42070209311e+001
+3.27833910000e+004, +6.48245289562e+006, +6.41555101977e+006, -9.16322635552e+001, -8.42359263836e+001
+3.27834097500e+004, +6.50521142316e+006, +6.39547684390e+006, -9.12708473684e+001, -8.42645885956e+001
+3.27834285000e+004, +6.43878978738e+006, +6.37556256687e+006, -9.14404197244e+001, -8.42930105144e+001
+3.27834472500e+004, +6.39491075372e+006, +6.35580630206e+006, -9.16850095177e+001, -8.43211950409e+001
+3.27834660000e+004, +6.41122836790e+006, +6.33620619219e+006, -9.17430759050e+001, -8.43491450298e+001
+3.27834847500e+004, +6.39007950674e+006, +6.31676040868e+006, -9.15405249493e+001, -8.43768632909e+001
+3.27835035000e+004, +6.34668975762e+006, +6.29746715119e+006, -9.12911383634e+001, -8.44043525897e+001
+3.27835222500e+004, +6.35011053439e+006, +6.27832464699e+006, -9.17991578027e+001, -8.44316156487e+001
+3.27835410000e+004, +6.30922799187e+006, +6.25933115050e+006, -9.16160043791e+001, -8.44586551476e+001
+3.27835597500e+004, +6.28833743518e+006, +6.24048494276e+006, -9.17291362443e+001, -8.44854737246e+001
+3.27835785000e+004, +6.28266427233e+006, +6.22178433091e+006, -9.19412593921e+001, -8.45120739772e+001
+3.27835972500e+004, +6.23710596487e+006, +6.20322764772e+006, -9.15630257728e+001, -8.45384584627e+001
+3.27836160000e+004, +6.23707414474e+006, +6.18481325113e+006, -9.19072855337e+001, -8.45646296991e+001
+3.27836347500e+004, +6.22513805540e+006, +6.16653952373e+006, -9.17622794437e+001, -8.45905901660e+001
+3.27836535000e+004, +6.21870140743e+006, +6.14840487236e+006, -9.17484478520e+001, -8.46163423049e+001
+3.27836722500e+004, +6.19816208971e+006, +6.13040772760e+006, -9.15678164525e+001, -8.46418885205e+001
+3.27836910000e+004, +6.19389032596e+006, +6.11254654339e+006, -9.16731876939e+001, -8.46672311810e+001
+3.27837097500e+004, +6.13841027606e+006, +6.09481979659e+006, -9.16419896771e+001, -8.46923726188e+001
+3.27837285000e+004, +6.13511945730e+006, +6.07722598651e+006, -9.17210606255e+001, -8.47173151314e+001
+3.27837472500e+004, +6.08838906008e+006, +6.05976363456e+006, -9.18770370524e+001, -8.47420609816e+001
+3.27837660000e+004, +6.09144159084e+006, +6.04243128382e+006, -9.16590833951e+001, -8.47666123988e+001
+3.27837847500e+004, +6.04926930940e+006, +6.02522749867e+006, -9.19028015949e+001, -8.47909715790e+001
+3.27838035000e+004, +6.05266425867e+006, +6.00815086438e+006, -9.13606628951e+001, -8.48151406858e+001
+3.27838222500e+004, +6.04331199593e+006, +5.99119998672e+006, -9.18822002910e+001, -8.48391218508e+001
+3.27838410000e+004, +6.00900954201e+006, +5.97437349167e+006, -9.16066358897e+001, -8.48629171743e+001
+3.27838597500e+004, +5.98313140848e+006, +5.95767002495e+006, -9.17293572166e+001, -8.48865287256e+001
+3.27838785000e+004, +6.02181527186e+006, +5.94108825175e+006, -9.18190003390e+001, -8.49099585441e+001
+3.27838972500e+004, +5.97560186836e+006, +5.92462685637e+006, -9.19765900978e+001, -8.49332086394e+001
+3.27839160000e+004, +5.96078101052e+006, +5.90828454184e+006, -9.16447264605e+001, -8.49562809918e+001
+3.27839347500e+004, +5.94060811885e+006, +5.89206002967e+006, -9.18033682779e+001, -8.49791775532e+001
+3.27839535000e+004, +5.93066491011e+006, +5.87595205940e+006, -9.16312418463e+001, -8.50019002472e+001
+3.27839722500e+004, +5.93746691727e+006, +5.85995938843e+006, -9.17363294331e+001, -8.50244509700e+001
+3.27839910000e+004, +5.91574671021e+006, +5.84408079160e+006, -9.15231809820e+001, -8.50468315904e+001
+3.27840097500e+004, +5.87897786498e+006, +5.82831506095e+006, -9.20293811873e+001, -8.50690439508e+001
+3.27840285000e+004, +5.85587836296e+006, +5.81266100537e+006, -9.16587635455e+001, -8.50910898674e+001
+3.27840472500e+004, +5.85838201431e+006, +5.79711745036e+006, -9.14724217285e+001, -8.51129711306e+001
+3.27840660000e+004, +5.84713669926e+006, +5.78168323770e+006, -9.18797040093e+001, -8.51346895055e+001
+3.27840847500e+004, +5.78511552362e+006, +5.76635722522e+006, -9.17847999467e+001, -8.51562467326e+001
+3.27841035000e+004, +5.79100677824e+006, +5.75113828646e+006, -9.16276803342e+001, -8.51776445278e+001
+3.27841222500e+004, +5.78931180191e+006, +5.73602531045e+006, -9.17077118651e+001, -8.51988845831e+001
+3.27841410000e+004, +5.77675655035e+006, +5.72101720144e+006, -9.18996704511e+001, -8.52199685670e+001
+3.27841597500e+004, +5.75438059194e+006, +5.70611287864e+006, -9.16327889632e+001, -8.52408981249e+001
+3.27841785000e+004, +5.73866115091e+006, +5.69131127596e+006, -9.16516159591e+001, -8.52616748791e+001
+3.27841972500e+004, +5.73483365924e+006, +5.67661134176e+006, -9.16934434184e+001, -8.52823004301e+001
+3.27842160000e+004, +5.70037284157e+006, +5.66201203862e+006, -9.17846494551e+001, -8.53027763561e+001
+3.27842347500e+004, +5.68604586528e+006, +5.64751234310e+006, -9.19141099566e+001, -8.53231042136e+001
+3.27842535000e+004, +5.71336887719e+006, +5.63311124550e+006, -9.19205670585e+001, -8.53432855381e+001
+3.27842722500e+004, +5.66032335361e+006, +5.61880774964e+006, -9.18690856792e+001, -8.53633218440e+001
+3.27842910000e+004, +5.63781239098e+006, +5.60460087260e+006, -9.20380096576e+001, -8.53832146255e+001
+3.27843097500e+004, +5.64263639578e+006, +5.59048964459e+006, -9.18703112889e+001, -8.54029653563e+001
+3.27843285000e+004, +5.62719070525e+006, +5.57647310861e+006, -9.16367918459e+001, -8.54225754904e+001
+3.27843472500e+004, +5.60572003164e+006, +5.56255032036e+006, -9.17154459434e+001, -8.54420464622e+001
+3.27843660000e+004, +5.61064459129e+006, +5.54872034795e+006, -9.18539168842e+001, -8.54613796870e+001
+3.27843847500e+004, +5.56298957226e+006, +5.53498227174e+006, -9.19960185288e+001, -8.54805765612e+001
+3.27844035000e+004, +5.57120518396e+006, +5.52133518410e+006, -9.17967598571e+001, -8.54996384626e+001
+3.27844222500e+004, +5.55235424044e+006, +5.50777818928e+006, -9.20122848334e+001, -8.55185667509e+001
+3.27844410000e+004, +5.51996317625e+006, +5.49431040315e+006, -9.18947915535e+001, -8.55373627676e+001
+3.27844597500e+004, +5.52971497793e+006, +5.48093095307e+006, -9.19215196397e+001, -8.55560278367e+001
+3.27844785000e+004, +5.51536439151e+006, +5.46763897764e+006, -9.19846242071e+001, -8.55745632648e+001
+3.27844972500e+004, +5.50403789572e+006, +5.45443362659e+006, -9.19064416800e+001, -8.55929703414e+001
+3.27845160000e+004, +5.49188423676e+006, +5.44131406056e+006, -9.19475704140e+001, -8.56112503392e+001
+3.27845347500e+004, +5.46575441790e+006, +5.42827945095e+006, -9.20057958049e+001, -8.56294045142e+001
+3.27845535000e+004, +5.44975298842e+006, +5.41532897971e+006, -9.19739282817e+001, -8.56474341065e+001
+3.27845722500e+004, +5.44615802867e+006, +5.40246183923e+006, -9.18383851653e+001, -8.56653403397e+001
+3.27845910000e+004, +5.41199309864e+006, +5.38967723212e+006, -9.16872959145e+001, -8.56831244221e+001
+3.27846097500e+004, +5.43640889907e+006, +5.37697437108e+006, -9.20829249733e+001, -8.57007875461e+001
+3.27846285000e+004, +5.39311948476e+006, +5.36435247876e+006, -9.18441629806e+001, -8.57183308891e+001
+3.27846472500e+004, +5.39373336105e+006, +5.35181078756e+006, -9.18835887397e+001, -8.57357556134e+001
+3.27846660000e+004, +5.39234188262e+006, +5.33934853949e+006, -9.18766946379e+001, -8.57530628666e+001
+3.27846847500e+004, +5.37317132343e+006, +5.32696498605e+006, -9.20116743937e+001, -8.57702537814e+001
+3.27847035000e+004, +5.35454704237e+006, +5.31465938805e+006, -9.19408419551e+001, -8.57873294767e+001
+3.27847222500e+004, +5.33191999678e+006, +5.30243101549e+006, -9.18938970330e+001, -8.58042910569e+001
+3.27847410000e+004, +5.33355366676e+006, +5.29027914741e+006, -9.20813049578e+001, -8.58211396128e+001
+3.27847597500e+004, +5.31883828858e+006, +5.27820307173e+006, -9.17316095517e+001, -8.58378762212e+001
+3.27847785000e+004, +5.28785012033e+006, +5.26620208515e+006, -9.19001097576e+001, -8.58545019458e+001
+3.27847972500e+004, +5.29433190123e+006, +5.25427549300e+006, -9.17893755401e+001, -8.58710178368e+001
+3.27848160000e+004, +5.29178707673e+006, +5.24242260909e+006, -9.17294175718e+001, -8.58874249316e+001
+3.27848347500e+004, +5.25570436624e+006, +5.23064275564e+006, -9.20674063862e+001, -8.59037242546e+001
+3.27848535000e+004, +5.26888181540e+006, +5.21893526305e+006, -9.18730146583e+001, -8.59199168176e+001
+3.27848722500e+004, +5.24352415765e+006, +5.20729946991e+006, -9.20363573206e+001, -8.59360036199e+001
+3.27848910000e+004, +5.21355027262e+006, +5.19573472275e+006, -9.19660987463e+001, -8.59519856486e+001
+3.27849097500e+004, +5.23945371698e+006, +5.18424037600e+006, -9.19187247647e+001, -8.59678638788e+001
+3.27849285000e+004, +5.20691630600e+006, +5.17281579185e+006, -9.17959618883e+001, -8.59836392735e+001
+3.27849472500e+004, +5.20086875003e+006, +5.16146034013e+006, -9.18767783886e+001, -8.59993127842e+001
+3.27849660000e+004, +5.18979026598e+006, +5.15017339820e+006, -9.19778328480e+001, -8.60148853508e+001
+3.27849847500e+004, +5.18609097753e+006, +5.13895435084e+006, -9.20496008354e+001, -8.60303579018e+001
+3.27850035000e+004, +5.17430818098e+006, +5.12780259014e+006, -9.19113316439e+001, -8.60457313545e+001
+3.27850222500e+004, +5.16515845717e+006, +5.11671751539e+006, -9.18222385426e+001, -8.60610066153e+001
+3.27850410000e+004, +5.13835799161e+006, +5.10569853295e+006, -9.17474828283e+001, -8.60761845796e+001
+3.27850597500e+004, +5.12450703084e+006, +5.09474505623e+006, -9.19142242725e+001, -8.60912661322e+001
